timestamp_us,CH0_V,CH1_V,CH2_V,CH3_V,CH4_V,CH5_V,CH6_V,CH7_V,CH8_V,CH9_V,CH10_V,CH11_V
9131324,1.0215311746574298,1.0046556596575824,1.009155796990875,1.0335315408795436,0.9892801904354992,1.0149684743797114,1.0284688863795892,0.9810299386577961,0.9410912198248238,0.9611543321024202,0.9724046754356518,0.9707171239356671
9178460,1.0213436689352093,1.0057806939909055,1.009155796990875,1.033344035157323,0.9894676961577198,1.0142184514908292,1.0277188634907073,0.9815924558244576,0.9409037141026033,0.9613418378246408,0.9716546525467697,0.9725921811578724
9225594,1.0200311288796655,1.005968199713126,1.0093433027130956,1.0322190008239998,0.9892801904354992,1.0149684743797114,1.0275313577684866,0.9808424329355755,0.9403411969359418,0.9613418378246408,0.9722171697134313,0.9709046296578876
9272730,1.0202186346018862,1.0054056825464646,1.0093433027130956,1.0322190008239998,0.9904052247688224,1.0151559801019319,1.0277188634907073,0.9810299386577961,0.9442788171025728,0.9574042176580096,0.9714671468245492,0.9725921811578724
9319865,1.0207811517685477,1.0061557054353467,1.0089682912686546,1.0327815179906614,0.9887176732688376,1.014780968657491,1.0277188634907073,0.9815924558244576,0.9395911740470596,0.9615293435468613,0.9729671926023133,0.9720296639912107
9367000,1.0219061861018708,1.0057806939909055,1.008405774101993,1.0324065065462205,0.9900302133243813,1.0149684743797114,1.0279063692129278,0.9817799615466781,0.9409037141026033,0.9587167577135534,0.9725921811578724,0.9729671926023133
9414135,1.0211561632129889,1.0054056825464646,1.0076557512131108,1.0327815179906614,0.9905927304910429,1.0153434858241523,1.0279063692129278,0.9817799615466781,0.9416537369914855,0.9604043092135381,0.9725921811578724,0.9724046754356518
9461269,1.0213436689352093,1.0057806939909055,1.0089682912686546,1.0327815179906614,0.9900302133243813,1.0149684743797114,1.0282813806573687,0.9819674672688987,0.9397786797692802,0.9607793206579791,0.9718421582689902,0.9712796411023287
9508404,1.0224687032685325,1.004468153935362,1.0085932798242134,1.0335315408795436,0.9898427076021608,1.0145934629352704,1.027343852046266,0.9815924558244576,0.9416537369914855,0.9613418378246408,0.9716546525467697,0.9720296639912107
9555540,1.0217186803796503,1.004468153935362,1.0093433027130956,1.0344690694906462,0.9898427076021608,1.0151559801019319,1.0275313577684866,0.9812174443800166,0.9412787255470444,0.9611543321024202,0.9724046754356518,0.9724046754356518
9602675,1.0204061403241067,1.005593188268685,1.0097183141575365,1.0327815179906614,0.9900302133243813,1.0145934629352704,1.0288438978240304,0.9812174443800166,0.9425912656025881,0.9585292519913329,0.9707171239356671,0.9727796868800929
9649812,1.0202186346018862,1.0057806939909055,1.009530808435316,1.0324065065462205,0.9896552018799403,1.0149684743797114,1.0275313577684866,0.9815924558244576,0.9439038056581317,0.9605918149357586,0.9722171697134313,0.9714671468245492
9696946,1.0213436689352093,1.0063432111575672,1.0085932798242134,1.0331565294351024,0.9898427076021608,1.0149684743797114,1.0264063234351635,0.9817799615466781,0.9429662770470291,0.9592792748802149,0.9718421582689902,0.9716546525467697
9744082,1.0207811517685477,1.005218176824244,1.0099058198797572,1.032969023712882,0.9896552018799403,1.0153434858241523,1.0279063692129278,0.981404950102237,0.9424037598803675,0.9594667806024355,0.9727796868800929,0.9722171697134313
9791217,1.0217186803796503,1.0054056825464646,1.0078432569353313,1.0339065523239845,0.9898427076021608,1.0149684743797114,1.0277188634907073,0.9821549729911192,0.9397786797692802,0.9587167577135534,0.9716546525467697,0.9716546525467697
9838352,1.0219061861018708,1.005218176824244,1.008030762657552,1.0335315408795436,0.9889051789910581,1.0151559801019319,1.0275313577684866,0.9819674672688987,0.9425912656025881,0.9609668263801997,0.9724046754356518,0.9707171239356671
9885487,1.0209686574907681,1.005218176824244,1.009155796990875,1.0327815179906614,0.9902177190466018,1.0151559801019319,1.0271563463240456,0.9815924558244576,0.9414662312692649,0.9609668263801997,0.9725921811578724,0.9722171697134313
9932622,1.0209686574907681,1.0057806939909055,1.0089682912686546,1.0316564836573383,0.9896552018799403,1.0145934629352704,1.0280938749351483,0.9812174443800166,0.9397786797692802,0.9605918149357586,0.9716546525467697,0.9722171697134313
9979756,1.0215311746574298,1.0050306711020234,1.0082182683797725,1.0327815179906614,0.9894676961577198,1.0151559801019319,1.0284688863795892,0.9812174443800166,0.9442788171025728,0.9611543321024202,0.9714671468245492,0.9722171697134313
10026891,1.0205936460463272,1.0057806939909055,1.0078432569353313,1.0322190008239998,0.9900302133243813,1.0144059572130497,1.0284688863795892,0.9819674672688987,0.9439038056581317,0.9581542405468918,0.9714671468245492,0.9727796868800929
10074026,1.0205936460463272,1.0057806939909055,1.008405774101993,1.0324065065462205,0.9896552018799403,1.0151559801019319,1.0279063692129278,0.981404950102237,0.9394036683248391,0.9583417462691123,0.9720296639912107,0.9710921353801081
10121161,1.0215311746574298,1.0057806939909055,1.0078432569353313,1.0324065065462205,0.9902177190466018,1.0151559801019319,1.0271563463240456,0.9815924558244576,0.9401536912137212,0.9615293435468613,0.9725921811578724,0.9709046296578876
10168296,1.0207811517685477,1.005593188268685,1.0085932798242134,1.0327815179906614,0.9904052247688224,1.0138434400463883,1.02865639210181,0.9815924558244576,0.9442788171025728,0.9602168034913175,0.9729671926023133,0.9718421582689902
10215432,1.0207811517685477,1.004843165379803,1.0089682912686546,1.0327815179906614,0.9904052247688224,1.0149684743797114,1.0280938749351483,0.9817799615466781,0.9425912656025881,0.9562791833246865,0.9740922269356366,0.9720296639912107
10262567,1.0207811517685477,1.005218176824244,1.008030762657552,1.0316564836573383,0.9902177190466018,1.0149684743797114,1.0288438978240304,0.9810299386577961,0.9439038056581317,0.9609668263801997,0.9716546525467697,0.9718421582689902
10309701,1.0209686574907681,1.005593188268685,1.009530808435316,1.0322190008239998,0.9894676961577198,1.0149684743797114,1.0275313577684866,0.981404950102237,0.9431537827692497,0.9592792748802149,0.9720296639912107,0.973904721213416
10356835,1.0211561632129889,1.0057806939909055,1.0093433027130956,1.0322190008239998,0.9894676961577198,1.014780968657491,1.027343852046266,0.9819674672688987,0.9442788171025728,0.9585292519913329,0.9725921811578724,0.9740922269356366
10403971,1.0209686574907681,1.0061557054353467,1.0082182683797725,1.0320314951017793,0.9905927304910429,1.0145934629352704,1.0284688863795892,0.9823424787133397,0.9442788171025728,0.9574042176580096,0.9712796411023287,0.9733422040467544
10451107,1.0211561632129889,1.0065307168797877,1.0085932798242134,1.0327815179906614,0.9900302133243813,1.015530991546373,1.0282813806573687,0.9821549729911192,0.9401536912137212,0.9605918149357586,0.9720296639912107,0.9727796868800929
10498241,1.0204061403241067,1.005218176824244,1.0078432569353313,1.0324065065462205,0.9896552018799403,1.0144059572130497,1.0284688863795892,0.9821549729911192,0.9399661854915007,0.9566541947691276,0.9725921811578724,0.9716546525467697
10545378,1.0220936918240915,1.0057806939909055,1.009155796990875,1.033344035157323,0.9894676961577198,1.014780968657491,1.0279063692129278,0.981404950102237,0.9429662770470291,0.9574042176580096,0.9722171697134313,0.9716546525467697
10592513,1.0211561632129889,1.005968199713126,1.0093433027130956,1.0327815179906614,0.9896552018799403,1.0140309457686087,1.0284688863795892,0.9819674672688987,0.9424037598803675,0.9587167577135534,0.9733422040467544,0.9720296639912107
10639648,1.0219061861018708,1.005968199713126,1.0089682912686546,1.0331565294351024,0.9902177190466018,1.0149684743797114,1.0284688863795892,0.9819674672688987,0.9433412884914701,0.9590917691579944,0.9718421582689902,0.9722171697134313
10686783,1.0213436689352093,1.0054056825464646,1.008030762657552,1.0324065065462205,0.9892801904354992,1.0149684743797114,1.0280938749351483,0.9821549729911192,0.9440913113803523,0.9602168034913175,0.9731546983245339,0.9722171697134313
10733919,1.0219061861018708,1.0061557054353467,1.0082182683797725,1.0314689779351178,0.9894676961577198,1.015530991546373,1.0279063692129278,0.9819674672688987,0.942216254158147,0.9598417920468765,0.9716546525467697,0.9729671926023133
10781053,1.0215311746574298,1.0061557054353467,1.0082182683797725,1.034094058046205,0.9885301675466172,1.0149684743797114,1.0280938749351483,0.9815924558244576,0.9435287942136907,0.9605918149357586,0.9722171697134313,0.9725921811578724
10828189,1.0213436689352093,1.0054056825464646,1.0082182683797725,1.0324065065462205,0.9890926847132787,1.014780968657491,1.02865639210181,0.9815924558244576,0.9435287942136907,0.9590917691579944,0.9731546983245339,0.9731546983245339
10875323,1.0204061403241067,1.0057806939909055,1.0078432569353313,1.032969023712882,0.9890926847132787,1.0149684743797114,1.0280938749351483,0.9808424329355755,0.9424037598803675,0.9579667348246712,0.9718421582689902,0.9724046754356518
10922457,1.0205936460463272,1.0057806939909055,1.008030762657552,1.0318439893795588,0.9902177190466018,1.0149684743797114,1.0277188634907073,0.981404950102237,0.9440913113803523,0.9590917691579944,0.9724046754356518,0.9737172154911955
10969592,1.0205936460463272,1.005218176824244,1.008780785546434,1.032594012268441,0.9894676961577198,1.0151559801019319,1.0277188634907073,0.9802799157689139,0.9429662770470291,0.9590917691579944,0.9712796411023287,0.9724046754356518
11016728,1.022281197546312,1.0057806939909055,1.0089682912686546,1.0322190008239998,0.9894676961577198,1.015530991546373,1.0277188634907073,0.9817799615466781,0.9427787713248086,0.9587167577135534,0.9710921353801081,0.9729671926023133
11063863,1.019468611713004,1.005968199713126,1.0089682912686546,1.0324065065462205,0.9885301675466172,1.0144059572130497,1.0282813806573687,0.9821549729911192,0.9420287484359264,0.9590917691579944,0.9718421582689902,0.9727796868800929
11110997,1.0213436689352093,1.0061557054353467,1.0082182683797725,1.0322190008239998,0.9898427076021608,1.0144059572130497,1.0284688863795892,0.9819674672688987,0.9427787713248086,0.9605918149357586,0.9725921811578724,0.9733422040467544
11158134,1.0202186346018862,1.0057806939909055,1.0089682912686546,1.0327815179906614,0.9900302133243813,1.014780968657491,1.0280938749351483,0.9821549729911192,0.9424037598803675,0.9609668263801997,0.9709046296578876,0.9729671926023133
11205269,1.0217186803796503,1.0057806939909055,1.009155796990875,1.033719046601764,0.9904052247688224,1.014780968657491,1.0284688863795892,0.9821549729911192,0.9409037141026033,0.9611543321024202,0.9722171697134313,0.9707171239356671
11252404,1.0211561632129889,1.005593188268685,1.0082182683797725,1.0335315408795436,0.9898427076021608,1.0144059572130497,1.0267813348796047,0.9821549729911192,0.9424037598803675,0.9613418378246408,0.9722171697134313,0.9720296639912107
11299540,1.0209686574907681,1.005593188268685,1.009155796990875,1.0331565294351024,0.9892801904354992,1.0138434400463883,1.0269688406018251,0.9823424787133397,0.9420287484359264,0.9609668263801997,0.9714671468245492,0.9727796868800929
11346675,1.0202186346018862,1.0054056825464646,1.0089682912686546,1.0324065065462205,0.9898427076021608,1.0145934629352704,1.0280938749351483,0.981404950102237,0.9431537827692497,0.9602168034913175,0.9718421582689902,0.9724046754356518
11393812,1.0207811517685477,1.0054056825464646,1.0089682912686546,1.0320314951017793,0.9892801904354992,1.0153434858241523,1.027343852046266,0.9827174901577808,0.9412787255470444,0.9583417462691123,0.9710921353801081,0.9716546525467697
11440946,1.0213436689352093,1.0065307168797877,1.008030762657552,1.0327815179906614,0.9904052247688224,1.0153434858241523,1.0279063692129278,0.9815924558244576,0.9409037141026033,0.9611543321024202,0.9727796868800929,0.9725921811578724
11488083,1.0209686574907681,1.0070932340464493,1.0082182683797725,1.0324065065462205,0.9902177190466018,1.0151559801019319,1.0280938749351483,0.9821549729911192,0.9403411969359418,0.9579667348246712,0.9729671926023133,0.9712796411023287
11535218,1.0215311746574298,1.0061557054353467,1.0076557512131108,1.032969023712882,0.9894676961577198,1.0153434858241523,1.0277188634907073,0.981404950102237,0.9412787255470444,0.9579667348246712,0.9727796868800929,0.9737172154911955
11582353,1.0217186803796503,1.0046556596575824,1.0097183141575365,1.032969023712882,0.9896552018799403,1.014780968657491,1.0292189092684714,0.9819674672688987,0.9405287026581622,0.9613418378246408,0.9712796411023287,0.9714671468245492
11629488,1.0219061861018708,1.005593188268685,1.008405774101993,1.0335315408795436,0.9900302133243813,1.0151559801019319,1.0275313577684866,0.9815924558244576,0.9414662312692649,0.9590917691579944,0.9720296639912107,0.973529709768975
11676622,1.0219061861018708,1.0050306711020234,1.009155796990875,1.0318439893795588,0.9902177190466018,1.014780968657491,1.0284688863795892,0.9812174443800166,0.9433412884914701,0.9609668263801997,0.9709046296578876,0.9716546525467697
11723756,1.0213436689352093,1.0057806939909055,1.0078432569353313,1.0312814722128971,0.9898427076021608,1.0149684743797114,1.0288438978240304,0.9812174443800166,0.9446538285470139,0.9611543321024202,0.9725921811578724,0.973904721213416
11770891,1.0196561174352246,1.004843165379803,1.0072807397686698,1.0310939664906766,0.9896552018799403,1.014780968657491,1.029031403546251,0.9804674214911344,0.9429662770470291,0.9583417462691123,0.9725921811578724,0.9727796868800929
11818026,1.0196561174352246,1.0057806939909055,1.0078432569353313,1.033344035157323,0.9883426618243966,1.0149684743797114,1.0292189092684714,0.981404950102237,0.9395911740470596,0.9583417462691123,0.9729671926023133,0.9740922269356366
11865161,1.0217186803796503,1.0063432111575672,1.0085932798242134,1.0318439893795588,0.9889051789910581,1.014780968657491,1.02865639210181,0.9815924558244576,0.9420287484359264,0.9570292062135686,0.9707171239356671,0.9729671926023133
11912296,1.022281197546312,1.0046556596575824,1.008405774101993,1.033719046601764,0.9889051789910581,1.0149684743797114,1.02865639210181,0.9821549729911192,0.9403411969359418,0.9574042176580096,0.9705296182134465,0.9740922269356366
11959432,1.0217186803796503,1.005593188268685,1.0085932798242134,1.033344035157323,0.9894676961577198,1.0142184514908292,1.029031403546251,0.9829049958800014,0.942216254158147,0.9574042176580096,0.9729671926023133,0.9712796411023287
12006567,1.019843623157445,1.0054056825464646,1.0082182683797725,1.032594012268441,0.9904052247688224,1.0149684743797114,1.029031403546251,0.9815924558244576,0.9435287942136907,0.9605918149357586,0.9720296639912107,0.9718421582689902
12053701,1.0205936460463272,1.0046556596575824,1.0100933256019777,1.0324065065462205,0.9894676961577198,1.0153434858241523,1.0277188634907073,0.9819674672688987,0.9442788171025728,0.9592792748802149,0.9718421582689902,0.9729671926023133
